DOCUMENT_TITLE,SECTION_TITLE,SECTION_TEXT
ESTUDIO TÉCNICO ECONÓMICO PARA EL USO DE GENERACIÓN ELÉCTRICA FOTOVOLTAICA EN EL SISTEMA DE CLIMATIZACIÓN DEL HOSPITAL MILITAR DE SANTIAGO,4.3.1. ANÁLISIS ECONÓMICO DE RENTABILIDAD,"Si se realiza un plan de mantenimiento preventivo basado en la confiabilidad, se ven señales muy positivas para la empresa.
Esto significa que es posible lograr esto y hacer RCM, siempre que el foco esté en el origen, así como en el foco selectivo importante, que en este caso es el horno horizontal.
Reducción del tiempo de inactividad por falla del equipo, menor probabilidad de falla en el próximo período y vida útil actual en comparación con el período anterior, todo enfocado en medir la efectividad de la adopción de RCM, que se espera que mejore drásticamente con la adopción del mantenimiento centrado en la confiabilidad.
Como se puede apreciar en la Figura 3.7. Con la implementación del RCM, se espera lograr un 98,7% de disponibilidad que, a efectos ilustrativos, es generado por el gráfico circular.
Grafica 3-1 Disponibilidad esperada para el periodo de producción 2022- Fuente: Elaboración propia, en base a la mejora esperada por implementación del RCM II.
El aumento de la disponibilidad de los equipos en un 1%, equivale a disminuir los tiempos de parada de 15 a 10 horas, teniendo en cuenta que el costo por hora es de $2.121,5 UF, esto significaría que la empresa tendrá una ganancia de:
5 (ℎ) × 2121,5 (𝑈𝐹 𝐻) = 10,607.5 𝑈𝐹
Considerando los costos por repuestos y materiales que se deben adquirir para la implementación del plan de mantenimiento, hace un total de 17,71 UF en gastos totales.
Teniendo en cuenta que el RCM logrará aumentar la disponibilidad, aumentando en 1%, para obtener la rentabilidad de este proceso, se debe sustraer el costo total de los costos para implementar el plan de mantenimiento al ingreso total recién estudiado, entonces la ganancia esperada será de:
𝐺𝐴𝑁𝐴𝑁𝐶𝐼𝐴 = 10,607.5 𝑈𝐹 − 17,71 𝑈𝐹 = 10,589.7 𝑈𝐹"
ESTUDIO TÉCNICO ECONÓMICO PARA EL USO DE GENERACIÓN ELÉCTRICA FOTOVOLTAICA EN EL SISTEMA DE CLIMATIZACIÓN DEL HOSPITAL MILITAR DE SANTIAGO,5. CONCLUSIONES Y RECOMENDACIONES,"Luego de haber abordado rigurosamente cada punto analizado en el presente trabajo de investigación, y teniendo en consideración los diferentes comentarios en relación a los esquemas, valores, imágenes, se permite llegar a la conclusión de que principal problema de la empresa es la falta de capacidad de planificación adecuada para los activos, creando de esta manera, un notorio desorden durante el mantenimiento de prioridad y equipo.
La propuesta de crear un plan de mantenimiento efectivo se ha presentado como una solución, la cual se encuentra respaldada por las normas SAE J1011, J1012 y SAE J1739 y que conllevarían aparejado el resultado de reducir la falla y, a su vez, aumentar el uso de la capacidad de dispositivos.
Al seleccionar un equipo crítico, el sistema de descentralización de los modos de falla, el análisis de la clave y las subfunciones para completar la tabla de decisiones de FMECA y RCM II y la tarea de prioridad de riesgo para cada modo predeterminado, puede entender cuántas tareas deben ser priorizadas para otros.
La propuesta se ha beneficiado de la compañía desde la fase de detención incorrecta para producir pérdidas significativas de ganancias, además de crear un proceso tangible para los trabajadores relacionado con el correcto proceso de mantenimiento, el cual debe ser de una manera clara y segura.
Finalmente, se puede mencionar que la aplicación RCM siempre es efectiva, mientras que el enfoque sea el correcto.
Se determina la importancia de un grupo, así como la prioridad de la tarea que minimiza la falla, pero siempre resulta de suma importancia mantener la motivación de los trabajadores, quienes son el activo precisa para que la gestión se lleve a cabo y se mantenga en función de la confiabilidad.
El desarrollo de la política de mantenimiento juega un papel relevante para RCM que puede ser sostenible a lo largo del tiempo debido a los activos y procesos que forman parte de la evolución permanente, estas políticas deben ajustarse por tiempo.
Debería leer el texto RCM II, John D del ejercicio original.
Mouble, 2004, así como las regulaciones de SAE que se denominan durante el trabajo actual para familiarizarse con la implementación del proceso de implementación de RCM."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,1. Deﬁnición del Problema,"En este capı́tulo se abordará de forma general el contexto de la investigación realizada.
En primera instancia se tratará el descubrimiento de conocimiento de clientes bancarios a través de modelos predictivos y el valor que tiene esto para el negocio de la institución bancaria.
En segundo lugar, se abordará qué son los modelos de Scoring y los procesos asociados, junto al gran problema que trae desarrollar un modelo predictivo de este tipo.
Finalmente se abordarán los objetivos principales de la memoria.
Se espera durante este capı́tulo dar un marco general de la investigación realizada e informar sobre los beneﬁcios de mejorar un modelo de Scoring."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,1.1. Descubrimiento de Conocimiento con Modelos Predictivos,"Para desarrollar estos modelos, la Institución Bancaria asociada al proyecto cuenta con una metodologı́a que consta de varios procesos, los cuales apuntan a crear un modelo con un buen poder predictivo, con esto, se indica que todas las predicciones serán certeras y la probabilidad de errar es mı́nima.
Cuando un modelo cumple los niveles esperados de predicción, se lleva a producción, es decir, se integra al negocio correspondiente.
Con el modelo integrado se logra estimar la pérdida esperada asociada a una cartera de clientes.
Entre los modelos conocidos, los más utilizados son los modelos de Scoring ya que éstos entregan como salida un puntaje para un cliente, el cual es aplicable en varios aspectos del negocio y, por ende, facilita el uso en la gestión.
Por ejemplo, un puntaje bajo del cliente, indica que éste tiene asociado un mayor riesgo y dependiendo del negocio donde se utiliza el modelo, el riesgo se traduce con el signiﬁcado especiﬁco para un negocio o contexto.
Para desarrollar un modelo de Scoring, se ejecuta una serie de etapas antes de construirlo; el primero es la deﬁnición del problema, el cual es la etapa inicial de un proyecto donde se desarrolla un modelo de Scoring, y donde participan los analistas y las personas asociadas al negocio.
Luego se realiza la etapa denominada calidad de datos, en la cual se deﬁnen las fuentes de datos necesarias y se certiﬁcan que estos datos están aptos para reﬂejar el comportamiento del negocio estudiado, para ası́ dejar claro que el futuro modelo a desarrollar aportará en la gestión del negocio respectivo con los datos que se tienen.
Cuando las fuentes ya están certiﬁcadas para el desarrollo del modelo, se ejecuta la etapa de muestreo, en la cual se busca generar un subconjunto de todos los datos, con el cual se trabajará posteriormente para el desarrollo del modelo.
Esta muestra debe cumplir una serie de requisitos que garanticen que los resultados obtenidos sean extrapolables a todo conjunto de los datos.
Ésta es una de las primeras etapas cruciales para asegurar un buen modelo predictivo.
Teniendo lista la muestra representativa de toda la población, se continua con una etapa clave para el desarrollo del modelo llamado transformación de las variables, cuyo objetivo es ampliar un conjunto de variables generada con las fuentes de datos, para reﬂejar comportamientos complementarios y facilitar la captura de patrones de acuerdo al modelo en desarrollo.
Para lograr esto, se utilizan miradas estadı́sticas, polı́ticas y de conocimiento del negocio, las cuales permiten pre-seleccionar la cantidad de variables estudiadas, para ası́ centrar el análisis en las verdaderas candidatas a explicar cambios con el modelo.
Terminado la transformación de las variables, se ejecuta la etapa de selección de variables que tiene por objetivo reducir la cantidad de variables a analizar en la etapa posterior con el ﬁn de enfocar los esfuerzos en las mejores candidatas, para ası́ maximizar el poder predictivo de los modelos.
Para lograr esto, se aplica una serie de análisis y ﬁltros, los cuales permiten certiﬁcar que se cumplan ciertos estándares mı́nimos y supuestos necesarios para el correcto desarrollo del modelo.
Por último, luego de todos las etapas anteriores, se procede con la etapa de modelamiento y validación, donde se ejecuta una metodologı́a de modelamiento para construir un modelo de Scoring con un único indicador de riesgo que resuma la información de las variables que explican el comportamiento del negocio respectivo.
Este indicador debe tener una interpretación simple y con sentido de negocio; además, debe permitir ordenar los clientes de acuerdo a su nivel de riesgo de una forma sencilla.
La tecnica tradicional de estimación corresponde a la regresión logı́stica.
Esta técnica de modelamiento es la más común para generar un puntaje asociado al riesgo del cliente; dado esto, la Institución Bancaria también la utiliza y las etapas de pre-entrenamiento de un modelo de Scoring se enfocan a que las variables (transformadas y seleccionadas) que entrarán al modelo de regresión logı́stica, se ajusten a ésta para potenciar su funcionamiento y predicción.
El área que desarrolla los modelos ha crecido bastante con los años.
Actualmente se desarrollan modelos en masa; por ejemplo, en un año, se producen alrededor de 20 modelos junto a un grupo grande de analistas.
Las cantidades de horas invertidas en la metodologı́a para desarrollar un buen modelo antes de que llegue a producción son grandes, ya que toman varios meses, incluso con los grandes proyectos pueden tomar hasta alrededor de dos años con varios analistas trabajando en paralelo para agilizar su desarrollo.
Es por esto que la institución bancaria invierte muchos recursos en seguir manteniendo esta área, para ası́ producir cada vez más modelos.
Además, también busca que los tiempos de desarrollar un modelo se reduzcan, invirtiendo en mejores tecnologı́as para manejar los grandes volúmenes de datos que se necesitan para abordar los grandes proyectos."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,1.2. El problema,"La metodologı́a utilizada en la Institución Bancaria está alcanzando los lı́mites del poder predictivo en sus modelos de Scoring, ya que ésta tiene asociados ciertas etapas estandarizadas para desarrollar un modelo, de las cuales algunas están siendo poco efectivas en alcanzar un buen poder de predicción y, por ende, los modelos ﬁnales no cuentan con el suﬁciente poder predictivo que la Institución espera para que se estime bien la pérdida esperada en una cartera de clientes.
Cuando un modelo no cumple los niveles esperados de predicción se descarta, provocando la pérdida de todas las horas invertidas por los analistas en el modelo malo.
Dado que se debe alcanzar un modelo que prediga bien, el analista debe seguir iterando con las mismos etapas estandarizados hasta que el modelo aumente su poder predictivo.
Las iteraciones se vuelven tediosas debido a que hay etapas que requieren muchas horas para volver a obtener un resultado, ya que no están optimizadas en tiempo de ejecución.
Entre algunos de los problemas que limitan el poder predictivo, está que la técnica de modelamiento de regresión logı́stica no funciona en las mejores condiciones cuando las variables que explican el comportamiento del negocio no tienen monotonicidad creciente o decreciente; es por esto que en el proceso de transformación de variables se busca que todas las variables tengan atributos que reﬂejen alguna de dichas monotonicidades en el riesgo.
Pero no se puede lograr esto para todas las variables, ya que algunas tienen un comportamiento no lineal para el negocio.
Lamentablemente la mejor opción con esta técnica, es descartar las variables no lineales al menos que sea estrictamente necesario por el negocio que no sean ﬁltradas.
Otro problema de la metodologı́a, es que algunas etapas llevan un tiempo de ejecución muy alto.
Esto se mitiga por una parte, corriendo la etapa dentro de un software fuera del horario de trabajo de los analistas, pero esto solo soluciona el problema de no invertir muchas horas de trabajo presencialmente en algunos procesos.
No obstante, no existe ninguna optimización real de estas etapas o una mejora inteligente para su ejecución por lo que, cuando es necesario iterar variar veces en el mismo proceso, el analista consume mucho de su tiempo en una pequeña parte de la metodologı́a, provocando el atraso del desarrollo completo del modelo.
Cuando un modelo no es puesto en producción en las fechas establecidas al comienzo del proyecto, se produce una pérdida indirecta para la Institución Bancaria, ya que en el tiempo en que no se utiliza el modelo para su propósito especı́ﬁco, la gestión del riesgo no mejora en el negocio, por lo que se pierden millones de ganancias monetarias por la gestión no óptima en el manejo de recursos de la institución."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,1.3. Objetivos,
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,1.3.1. Objetivo principal,"Mejorar la predicción de modelos de scoring de una institución bancaria, mediante nuevas técnicas de maquinas de aprendizaje, para apoyar la toma de decisiones automatizadas en los negocios de la institución."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,1.3.2. Objetivos especı́ﬁcos,"Para lograr el objetivo principal propuesto es necesario, cumplir los siguientes objetivos especı́ﬁcos:
• Diseñar una metodologı́a nueva enfocada a los procesos de Transformación de Variables, Selección de Variables y Modelamiento, para generar mejoras en los modelos actuales en base a técnicas de modelamiento y no por la búsqueda de nuevas variables en etapas anteriores a la transformación.
• Implementar nuevas técnicas de modelamiento que aumenten el poder predictivo de los modelos de scoring dentro de los procesos actuales, con el ﬁn de potenciar las decisiones automatizadas en los negocios ﬁnancieros en que se ejecutan los modelos.
• Mejorar los indicadores asociados a la eﬁciencia de las etapas a rediseñar (Transformación de Variables, Selección de Variables y Modelamiento) y validar empı́ricamente el valor agregado que entregan."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,1.4. Beneﬁcios para la Institución Bancaria,"Con esta investigación se entregan las bases para aplicar una nueva metodologı́a con las implementaciones necesarias para alcanzar el objetivo principal propuesto, con el ﬁn de aumentar el poder predictivo de los futuros modelos y reducir su tiempo de desarrollo.
El beneﬁcio de un modelo con mejor poder predictivo se concreta en que el área donde se integre causará mayor impacto en la gestión del área y sus decisiones, lo cual se traduce en un uso eﬁciente de recursos y la correcta evaluación del riesgo de los clientes.
Con estos cambios se logrará reducir el trabajo de los analistas de desarrollo de modelos para alcanzar un modelo de scoring con buen poder predictivo.
Entre estos beneﬁcios, está la optimización de las etapas asociadas a pre-entrenamiento del modelo a través de etapas automatizadas, reduciendo los cambios manuales realizados por los analistas con las herramientas utilizadas hasta ahora.
Logrando esto, las etapas de Transformación de las Variables y Selección de Variables serán más rápidas de ejecutar, dando el beneﬁcio de invertir menos tiempo en una o varias iteraciones de ellas con el ﬁn de enfocarse en otras partes de la metodologı́a."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,1.5. Metodologı́a a utilizar y alcance,"Para lograr el objetivo de esta investigación, se aplicarán las buenas prácticas de CRISPDM; dado que todas las etapas mencionadas en este capı́tulo (presentes en la Institución Bancaria) están basadas en esta metodologı́a, es recomendable seguir basándose en ella para construir los modelos de scoring y validar su poder predictivo.
Por otro lado, la solución tomará en cuenta recomendaciones de otros autores que han investigado temas similares relacionados a construir buenos modelos predictivos para el mundo ﬁnanciero.
Por ultimo la Institución Bancaria necesita que la investigación comience con el proceso de Modelamiento dado que es el objetivo especiﬁco que más les interesa, dado que implementar nuevas técnicas de modelamiento es imposible actualmente debido a las limitaciones que trae el software SPSS Modeler respecto a nuevas técnicas.
Respecto al alcance, la metodologı́a se desarrollará en el entorno de programación Python, ya que la Institución Bancaria necesita en el futuro una metodologı́a que no dependa principalmente de un software (SPSS Modeler), si no que un entorno de programación (Scripting) con el ﬁn de aprovechar las bibliotecas que con el tiempo se han potenciado para implementar soluciones de minerı́a de datos y máquinas de aprendizaje.
Esta restricción fue impuesta con la Institución para que la investigación aproveche el potencial de Python, y ası́, demostrar a los analistas el poder de estas bibliotecas."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,2. Estado del Arte,"En este capı́tulo se revisarán conceptos y conocimientos especı́ﬁcos que darán contexto al desarrollo de modelos de scoring, además de detallar las etapas en torno a la metodologı́a actual para dejar claro cómo funciona cada una de ellas.
Por último, se abarcará el estado del arte respecto a autores que trabajaron en temas de “Credit Scoring” y sus resultados de benchmarking con varias técnicas de modelamiento.
Se espera entonces informar sobre todos los conceptos necesarios para abarcar esta investigación dentro de la Institución Bancaria."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,2.1. Minerı́a de Datos,"La minerı́a de datos es un campo de la estadı́stica y las ciencias de la computación, que se reﬁere a un proceso que intenta descubrir patrones en grandes volúmenes de conjuntos de datos [7].
Utiliza los métodos de inteligencia artiﬁcial, máquinas de aprendizaje, estadı́stica y sistemas de bases de datos.
El objetivo general del proceso de minerı́a de datos consiste en extraer conocimiento de un conjunto de datos y transformarlo en una estructura comprensible para su uso posterior.
Este puede ser utilizado para mejorar procesos, disminuir costos, aumentar ganancias, etc.
Existen muchos software de minerı́a de datos que permiten a sus usuarios analizar datos recopilados desde muchas dimensiones o ángulos diferentes, resumiendo todo en una serie de relaciones identiﬁcadas entre las variables estudiadas.
Por lo general, la minerı́a de datos se utiliza para encontrar correlaciones o patrones entre docenas de variables, o para encajar en un contexto ciertos campos de una gran base de datos relacional.
Un proyecto de minerı́a de datos está compuesto de cinco etapas principales:
• Extraer, transformar y cargar datos en el data warehouse (ETL1).
• Almacenar y administrar los datos en un sistema de bases de datos relacional.
• Dar acceso a los datos a analistas del negocio y profesionales de TI.
• Analizar los datos con aplicaciones especializadas.
• Presentar la información en formatos útiles, como gráﬁcos o tablas."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,2.2. Procesos de Minerı́a de Datos,"En minerı́a de datos existen varios procesos estándares para alcanzar el objetivo de la disciplina.
Se revisarán los procesos más utilizados."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,2.2.1. Proceso de descubrimiento del conocimiento (KDD),"Recibe este nombre el proceso que tiene por entrada la base de datos y como salida el subconjunto de patrones que se transformarán en conocimiento, luego de la aplicación de minerı́a de datos.
Este proceso cuenta con cinco fases fundamentales que se encuentran en la ﬁgura 2.1:
1. Selección de Datos: esta etapa consiste en deﬁnir un conjunto de datos, o enfocar los esfuerzos en una serie de variables de los mismos.
En ésta, es fundamental contar con
1Por sus siglas en inglés: Extract, Transform, Load.
un conocimiento previo del negocio, que ayude a deﬁnir cuáles variables son relevantes para el estudio y cuáles no. Por ejemplo, si se desea descubrir qué clientes son más susceptibles a un esfuerzo de marketing, casi con certeza el nombre del cliente no será una variable importante para el estudio, pero sı́ el segmento económico o el nivel de ingresos del mismo.
2. Preprocesamiento de Datos: se busca limpiar los datos; esto quiere decir que se tomará una serie de acciones para que los datos no cuenten con inconsistencias u observaciones faltantes/inválidas.
Durante esta etapa se realiza una limpieza de los datos:
• Faltantes: en torno a esta situación se puede tomar una serie de acciones, como ignorar datos con observaciones faltantes, llenarlos manualmente, usar una variable global para llenarlos (como N/A, nulo, -inf, etc) o alguna solución con un estadı́stico, como poner la media del atributo con respecto a todos los datos, usar la media del atributo considerando sólo los datos de la misma clase o el valor más probable del dato.
• Inconsistentes: se generan principalmente por variaciones al momento de ingresarlos, como el uso de diferentes capitalizaciones o faltas de ortografı́a.
Una inconsistencia puede ser, por ejemplo, si en una observación de persona, su tipo de vivienda es “Departamento”, mientras que en otra es “Depar.”
o “Dpt”.
Se entiende que todas las observaciones hacen referencia a un departamento, pero por errores o decisiones humanas tienen un valor diferente.
3. Transformación de Datos: se realizan todas las transformaciones necesarias a los datos para que puedan ser interpretados de mejor manera por los algoritmos de minerı́a de datos.
Dependiendo de los algoritmos a aplicar, se requiere aplicar uno o más tipos de transformación, siendo algunas de ellas:
• Normalización: consiste en representar los valores de las observaciones en un intervalo deﬁnido; por ejemplo, normalizar los datos para que sus valores estén dentro del rango [0,1].
Este método es de particular importancia cuando se planea utilizar técnicas de clustering basadas en distancia, ya que al no aplicarse, se desbalancea la importancia de diferentes variables por culpa de las unidades de medidas usadas.
Por ejemplo, de distorsiona/transforma la distancia, dándole más importancia a una variable de mayor magnitud, como podrı́a ser el ingreso per cápita de una base de datos de clientes (orden de los cientos de miles y millones) respecto de la edad.
• Agregación: utilizada cuando se desea agrupar variables.
Por ejemplo, pasar una serie de registros de ingreso mensual a una cantidad más reducida de registros de ingreso anual.
4. Minerı́a de datos: consiste en la búsqueda de patrones de interés en alguna forma particular de representación, dependiendo del objetivo ﬁnal de la minerı́a de datos.
5. Interpretación/Evaluación: en esta etapa ﬁnal, se interpretan y evalúan los patrones encontrados, con el ﬁn de juzgar su utilidad para el objetivo ﬁnal o negocio, además de su asertividad.
Figura 2.1: Fases del descubrimiento del conocimiento (KDD)"
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,2.2.2. Cross-Industry Standard Process for Data Mining (CRISP-DM),"CRISP-DM [2] recibe su nombre del acrónimo en inglés y consiste en una metodologı́a con un ciclo de vida de seis etapas, la cual se observa en el ﬁgura 2.2:
1. Entendimiento del negocio: se busca comprender los objetivos y requerimientos del proyecto desde el enfoque del negocio, para luego transformarlo en un problema de minerı́a de datos y un plan preliminar para alcanzar los objetivos.
2. Entendimiento de los datos: empieza con un conjunto de datos inicial y se busca familiarizarse con ellos, identiﬁcar problemas de calidad, descubrir una primera mirada o subconjuntos interesantes con el ﬁn formular una hipótesis para información escondida.
3. Preparación de los datos: comprende todas las actividades necesarias para generar el
set de datos ﬁnal a partir de los datos en bruto.
4. Modelado: es la aplicación de una o varias técnicas de modelamiento, calibrando sus parámetros a valores óptimos.
5. Evaluación: los modelos obtenidos son juzgados y los pasos para construirlos son evaluados con el ﬁn de concluir con seguridad que efectivamente se cumple con los objetivos del negocio.
6. Despliegue: el término del modelo por lo general no signiﬁca el ﬁn del proyecto.
El conocimiento obtenido luego debe ser organizado y desplegado de forma que el cliente ﬁnal (el negocio) pueda utilizarlo.
La ventaja de CRISP-DM sobre KDD es que está más aterrizado a la aplicación en la industria dado que todas las etapas están centralizadas en la iteración constante con los datos (para cada etapa) y por ende, al momento de volver a iterar en una de las etapas del proceso para corregir algo, se reduce el esfuerzo de ésta.
Este es uno de los factores claves de porque las instituciones preﬁeren descartar KDD.
Figura 2.2: Fases de la metodologı́a CRISP-DM"
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,2.3. Algoritmos de Modelado para la Minerı́a de Datos Predictiva,"En esta sección se deﬁnirán, a nivel general, algunos algoritmos de aprendizaje supervisado, el cual consiste en una técnica para deducir una función a partir de datos de entrenamiento.
La salida de la función puede ser un valor numérico (para algoritmos de regresión) o una etiqueta de clase (para algoritmos de clasiﬁcación).
El objetivo del aprendizaje supervisado es crear una función capaz de predecir el valor correspondiente a cualquier objeto de entrada válido después de haber visto una serie de ejemplos, llamados datos de entrenamiento.
Para esto, tiene que generalizar a partir de los datos presentados a las situaciones no vistas previamente.
A continuación, se presentan algunas técnicas que corresponden a los tipos de algoritmos más populares [3];
• Regresión: se ocupa de modelar la relación entre las variables que se reﬁna iterativamente usando una medida de error en las predicciones hechas por el modelo.
Los métodos de regresión son un caballo de batalla de las estadı́sticas y han sido conﬁnados en el aprendizaje de la máquina estadı́stica.
Algunos de los algoritmos de regresión más populares son Ordinary Least Squares Regression (OLSR), Linear Regression, Logistic Regression y Stepwise Regression.
• Árboles de decisión: construyen un modelo de decisiones basadas en valores reales de atributos en los datos.
Estos algoritmos generan bifurcaciones en estructuras de árbol hasta que se tome una decisión de predicción para un registro dado.
Los algoritmos de árboles de decisión más populares son Classiﬁcation and Regression Tree (CART),
Iterative Dichotomiser 3 (ID3), C5.0, Chi-squared Automatic Interaction Detection (CHAID) y Conditional Decision Trees.
• Bayesianos: aplican explı́citamente el teorema de Bayes para problemas como la clasiﬁcación y la regresión.
Los algoritmos bayesianos más populares son Naive Bayes, Gaussian Naive Bayes, Multinomial Naive Bayes y Bayesian Network (BN).
• Redes neuronales artiﬁciales: son modelos que se inspiran en la estructura y/o función de las redes neuronales biológicas.
Son una clase de concordancia de patrones que se usan comúnmente para los problemas de regresión y clasiﬁcación, aunque realmente son un enorme sub-campo compuesto de cientos de algoritmos y variaciones para todo tipo de tipos de problemas.
Los algoritmos más populares son Perceptrón,
Back-Propagation, Hopﬁeld Network y Radial Basis Function Network (RBFN).
• Ensamblaje: son modelos compuestos de muchos otros más débiles que son independientemente entrenados y cuyas predicciones se combinan de alguna manera para hacer la predicción general.
Se pone mucho empeño en qué tipos de modelos débiles se deben combinar y en las formas de combinarlos.
Los algoritmos de ensamblaje más populares son Boosting, Bootstrapped Aggregation (Bagging), AdaBoost, Gradient Boosting Machines (GBM), Random Forest, Extra Tree.
• Máquinas de vectores de soporte (SVM): una SVM es un modelo que representa a los puntos de muestra en el espacio, separando las clases lo más posible mediante un hiperplano de separación deﬁnido como el vector entre los dos puntos, de las dos clases, más cercanos al que se llama vector soporte.
Cuando las nuevas muestras se ponen en correspondencia con dicho modelo, en función de los espacios a los que pertenezcan, pueden ser clasiﬁcadas a una u otra clase.
Más formalmente, una SVM construye un hiperplano o conjunto de hiperplanos en un espacio de dimensionalidad muy alta (o incluso inﬁnita) que puede ser utilizado en problemas de clasiﬁcación o regresión.
Una buena separación entre las clases permitirá una clasiﬁcación correcta."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,2.4. Regresión Logı́stica,"La regresión logı́stica es un modelo estadı́stico de regresión que posee una variable dependiente categórica [5], la que puede ser de naturaleza dicotómica (regresión logı́stica binaria o binomial) o con más valores (regresión logı́stica multinomial).
El modelo estima la variable de respuesta mediante una probabilidad, la cual se ajusta mediante la función logı́stica [4].
Las variables explicativas, independientes o covariables, deben ser dicotómicas, por lo que en caso de que la naturaleza de algunas de éstas sea de tipo continua o presente más de una categorı́a, se debe aplicar una transformación de los datos, que permita codiﬁcar la información en variables binarias.
Por sus caracterı́sticas, los modelos de regresión logı́stica pueden ser utilizados para los siguientes objetivos:
• Cuantiﬁcar la importancia de la relación existente entre cada una de las covariables y la variable dependiente, lo que lleva implı́cito también clariﬁcar la existencia de interacción y confusión entre covariables respecto a la variable dependiente, es decir, conocer el odds ratio para cada variable explicativa.
• Clasiﬁcar individuos dentro de las categorı́as (presente/ausente) de la variable dependiente, según la probabilidad que tenga de pertenecer a una de ellas dada la presencia de determinadas covariables.
La regresión logı́stica es una de las herramientas estadı́stica más populares en la industria debido a su capacidad para el análisis de datos y su fácil explicación al negocio.
El objetivo principal que resuelve esta técnica es el de modelar cómo inﬂuye en la probabilidad de aparición de un suceso, habitualmente dicotómico, la presencia o no de diversos factores y el valor o nivel de los mismos.
También puede ser usada para estimar la probabilidad de aparición de cada una de las posibilidades de un suceso con más de dos categorı́as (politómico).
La regresión logı́stica tiene ciertos supuestos que es recomendable tener en cuenta para desarrollar un buen modelo en base a esta técnica, los que se exponen a continuación:
• Puede manejar cualquier tipo de relación no necesariamente lineal, ya que aplica una transformación logarı́tmica no lineal.
• Las variables explicativas pueden ser continuas o discretas (categóricas u ordinales) y no necesitan ser independientes, pero en caso de serlo, la regresión da una solución estable.
• Se debe tener especial consideración en que la relación entre la variable independiente y la probabilidad del suceso no cambie de sentido, ya que en este caso el modelo logı́stico deja de tener la interpretabilidad deseada.
• Si las variables que intervienen están muy correlacionadas, el modelo logı́stico estará desprovisto de sentido y los valores de sus coeﬁcientes no serán interpretables."
REDISEÑO DE LA METODOLOGÍA DE DESARROLLO DE UN MODELO DE SCORING DE UNA INSTITUCIÓN BANCARIA,2.5. Preprocesamiento y Selección de variables,"Para la preparación de los datos que se utilizarán en un modelo, es necesario realizar un proceso exhaustivo para elegir los mejores datos, transformarlos a una forma de fácil interpretación para el modelo y seleccionar a los mejores candidatos, con el ﬁn de que la técnica de modelamiento se utilice con las mejores variables y se reduzca su dimensionalidad.
Las herramientas utilizadas se centran en tres etapas: Muestreo, Transformación de las variables y Selección de variables.
A continuación, se detallarán algunas herramientas utilizadas en estas últimas dos etapas de preparación de los datos."
